gsid,name,university
GUAoEcAAAAAJ,Scott Shenker,University of California - Berkeley
gUEkPQEAAAAJ,Phillip Rogaway,University of California - Davis
guhwcP8AAAAJ,Henry Fuchs,University of North Carolina
GuO4UhsAAAAJ,Doina Caragea,Kansas State University
gUO59T8AAAAJ,K. V. Rashmi,Carnegie Mellon University
GUucp2UAAAAJ,Lisa Anthony,University of Florida
Guzbr0kAAAAJ,Christopher Parnin,North Carolina State University
gValByUAAAAJ,J. Maurice Rojas,Texas A&M University
gvo0nMsAAAAJ,Kevin R. B. Butler,University of Florida
GvpuYB4AAAAJ,Julie A. Kientz,University of Washington
gVUD47sAAAAJ,Philip N. Klein,Brown University
gw5eQs8AAAAJ,Brendan Mumey,Montana State University
gWBoNCsAAAAJ,Charles E. Leiserson,Massachusetts Institute of Technology
gwC7rCUAAAAJ,Kostas E. Bekris,Rutgers University
Gwd6p_8AAAAJ,Paul Medvedev,Pennsylvania State University
g-WedwYAAAAJ,George Kesidis,Pennsylvania State University
GwirM_8AAAAJ,Mike Burmester,Florida State University
gwM2aRIAAAAJ,Jeff T. Linderoth,University of Wisconsin - Madison
Gwrwxa0AAAAJ,Bruce M. Maggs,Duke University
Gx8Rpr4AAAAJ,Jens Palsberg,University of California - Los Angeles
gyIf7XIAAAAJ,Janos Simon,University of Chicago
gyL3CZ0AAAAJ,Chandrajit L. Bajaj,University of Texas at Austin
gyLFs0IAAAAJ,Denys Poshyvanyk,College of William and Mary
gyvpAroAAAAJ,Yuhao Zhu 0001,University of Rochester
gz-6ugcAAAAJ,Le Guan,University of Georgia
gZD3EesAAAAJ,Snigdha Chaturvedi,University of California - Santa Cruz
GZWObWoAAAAJ,Aminul Islam,University of Louisiana - Lafayette
g-_ZXGsAAAAJ,Anil Kumar Jain,Michigan State University
h0gtwxIAAAAJ,Reetuparna Das,University of Michigan
H0Y2wgUAAAAJ,Walid A. Najjar,University of California - Riverside
H1XVLwsAAAAJ,Benjamin Kuipers,University of Michigan
h20U9WcAAAAJ,Patrick J. Flynn,University of Notre Dame
H36hOqEAAAAJ,Robert Patro,University of Maryland - College Park
h3gpLYAAAAAJ,Huijia (Rachel) Lin,University of Washington
h3L7zkoAAAAJ,André van der Hoek,University of California - Irvine
H3wb878AAAAJ,Ranjit Jhala,University of California - San Diego
H4dLAw0AAAAJ,Chirag Shah,Rutgers University
h4i4fh8AAAAJ,Ben Shneiderman,University of Maryland - College Park
H4rKFc8AAAAJ,Jonathan Katz,George Mason University
H4UeZ2MAAAAJ,Yuvraj Agarwal,Carnegie Mellon University
h5ZxsFAAAAAJ,P. V. Skums,Georgia State University
h5ZyE5wAAAAJ,Tianyin Xu,Univ. of Illinois at Urbana-Champaign
_h642WsAAAAJ,Angus Graeme Forbes,University of California - Santa Cruz
h6h5FdoAAAAJ,Vijay Kumar 0001,University of Pennsylvania
h6jljQQAAAAJ,Éva Tardos,Cornell University
h6yXnyEAAAAJ,John A. Halderman,University of Michigan
H790-zwAAAAJ,Prabal K. Dutta,University of California - Berkeley
h9t7KCcAAAAJ,Richard Taylor 0001,University of California - Irvine
H9x5YXkAAAAJ,Ning Xie 0002,Florida International University
HA3R65IAAAAJ,Nisar Razzi Ahmed,University of Colorado Boulder
HAf4pEoAAAAJ,Shusen Wang,Stevens Institute of Technology
HAfOGdsAAAAJ,John Hannan,Pennsylvania State University
haHpARUAAAAJ,Craig A. Shue,Worcester Polytechnic Institute
HaI6LesAAAAJ,Marc Snir,Univ. of Illinois at Urbana-Champaign
HaJWLb0AAAAJ,David Devecsery,Georgia Institute of Technology
HaN8b2YAAAAJ,Emma Brunskill,Stanford University
hautN88AAAAJ,Amy Ulinski Banic,University of Wyoming
h_AYrscAAAAJ,Hamid Bagheri,University of Nebraska
Hb6J54cAAAAJ,Augustin Chaintreau,Columbia University
hbS0Dc4AAAAJ,Peter A. Heeman,OHSU
hc1m_BQAAAAJ,Tian He 0001,University of Minnesota
hc9PP9gAAAAJ,Lingjia Tang,University of Michigan
hcqjUUQAAAAJ,Amélie Marian,Rutgers University
Hd0x1I4AAAAJ,Robert B. Heckendorn,University of Idaho
hd6nAfsAAAAJ,Darko Stefanovic,University of New Mexico
hDLBEhkAAAAJ,Nitesh V. Chawla,University of Notre Dame
h_DY5OQAAAAJ,Maria Gorlatova,Duke University
HF2G3LAAAAAJ,Boon Thau Loo,University of Pennsylvania
hfgwx0oAAAAJ,Amit K. Roy-Chowdhury,University of California - Riverside
Hft_8cgAAAAJ,Lawrence K. Saul,University of California - San Diego
HgNTSYAAAAAJ,Václav Rajlich,Wayne State University
HGNZ1fkAAAAJ,Yu-Xiang Wang,University of California - Santa Barbara
hh8iwxoAAAAJ,Daniel Wong 0001,University of California - Riverside
hhBx6TMAAAAJ,Damon L. Woodard,University of Florida
HHd7uewAAAAJ,Barzan Mozafari,University of Michigan
HHialjcAAAAJ,Raghu Machiraju,Ohio State University
HhIElBEAAAAJ,Yiu-Kai Ng,Brigham Young University
HhKyc4EAAAAJ,Chunlei Liu,University of California - Berkeley
HHn7118AAAAJ,Matthew Caesar,Univ. of Illinois at Urbana-Champaign
hI4XguUAAAAJ,Robert E. Bodenheimer,Vanderbilt University
hiCKhpkAAAAJ,Theresa Jean Tanenbaum,University of California - Irvine
HIOYWhYAAAAJ,Michael Kifer,Stony Brook University
hIq09eUAAAAJ,Bernhard Haeupler,Carnegie Mellon University
HiqW7EoAAAAJ,Ted Huffmire,Naval Postgraduate School
h-JEcQ8AAAAJ,Yun Fu 0001,Northeastern University
hJuusUEAAAAJ,Gevorg Grigoryan,Dartmouth College
hjYT3JYAAAAJ,Kurt VanLehn,Arizona State University
HkB_Gz0AAAAJ,Amarda Shehu,George Mason University
hkfVNCMAAAAJ,Hossein Hojjat,Rochester Institute of Technology
HKGYvu4AAAAJ,Robert Kraut,Carnegie Mellon University
Hkw7KOoAAAAJ,Erik Brunvand,University of Utah
HLRZ3oAAAAAJ,Alexander J. Hartemink,Duke University
hLSAMi8AAAAJ,Matthew S. Goodwin,Northeastern University
HLv0dl0AAAAJ,Juan Pablo Hourcade,University of Iowa
HlXPvCoAAAAJ,Samuel R. Buss,University of California - San Diego
hM8uAwoAAAAJ,Wenjing Lou,Virginia Tech
hma0WFAAAAAJ,James Fogarty,University of Washington
HMnF6i0AAAAJ,Robert M. Haralick,CUNY
hmq4rGIAAAAJ,Larry L. Peterson,University of Arizona
hN7mpGMAAAAJ,Abdullah Muzahid,Texas A&M University
HnQ2gqMAAAAJ,Juyang Weng,Michigan State University
hnuQ6PMAAAAJ,Angelos Stavrou,George Mason University
hNWGC5QAAAAJ,Vivienne Sze,Massachusetts Institute of Technology
hOCBMzIAAAAJ,Joseph L. Zachary,University of Utah
hOlkT4sAAAAJ,Cynthia Sturton,University of North Carolina
HoQtR3cAAAAJ,Derek Hoiem,Univ. of Illinois at Urbana-Champaign
HOrGe7wAAAAJ,Stephan Mandt,University of California - Irvine
HP-yzF0AAAAJ,Jie Gu,Northwestern University
hQazr50AAAAJ,Sunil Prabhakar,Purdue University
hqTu-QcAAAAJ,Xiaojin Zhu 0001,University of Wisconsin - Madison
hRggMmIAAAAJ,Santosh Vempala,Georgia Institute of Technology
HriWXcEAAAAJ,Sanjeev Khanna,University of Pennsylvania
hrQOcZcAAAAJ,Nick G. Duffield,Texas A&M University
HRSDO6IAAAAJ,Sanmay Das,Washington University in St. Louis
hRV0tY4AAAAJ,Minh Hoai,Stony Brook University
hsJqhNAAAAAJ,Adam Doupé,Arizona State University
hSklLfsAAAAJ,Abhishek Chandra,University of Minnesota
HSPbKTAAAAAJ,Marco Gruteser,Rutgers University
HSx0BgQAAAAJ,Zhaoran Wang,Northwestern University
HtgKHRIAAAAJ,Pradeep K. Khosla,University of California - San Diego
hUo4KuQAAAAJ,Jizhong Xiao,CUNY
HvNdFJcAAAAJ,Bing Wang 0001,University of Connecticut
hvs8PEoAAAAJ,Ryan Shaun Joazeiro de Baker,University of Pennsylvania
hvtmB0UAAAAJ,Michael N. Huhns,University of South Carolina
HvwPRJ0AAAAJ,Vern Paxson,University of California - Berkeley
hwc6A1MAAAAJ,Bonnie A. Nardi,University of California - Irvine
HWF6UxgAAAAJ,Oliver Eulenstein,Iowa State University
hwlkAZYAAAAJ,Mohammad Amin Alipour,University of Houston
HWSuYAEAAAAJ,Kristy Elizabeth Boyer,North Carolina State University
hxlxVEUAAAAJ,Martin Rinard,Massachusetts Institute of Technology
HXowq5YAAAAJ,Michael Maire,University of Chicago
hXpZynkAAAAJ,Jingrui He,Univ. of Illinois at Urbana-Champaign
Hyhp_zUAAAAJ,Jodi L. Forlizzi,Carnegie Mellon University
hz1S-asAAAAJ,John H. Reppy,University of Chicago
HzxnwocAAAAJ,Mehrdad Mahdavi,Pennsylvania State University
I0ZGaCQAAAAJ,Amy Ogan,Carnegie Mellon University
i0zT6P4AAAAJ,Nikos P. Chrisochoides,Old Dominion University
I1EvjZsAAAAJ,Matei Zaharia,Stanford University
I1fl4oAAAAAJ,Asa Ben-Hur,Colorado State University
i1VJMhgAAAAJ,Dario D. Salvucci,Drexel University
I1w51gUAAAAJ,Rajesh K. Gupta 0001,University of California - San Diego
i28fU0MAAAAJ,C. Karen Liu,Stanford University
i38QlUwAAAAJ,Tengyu Ma,Stanford University
i3pEsbgAAAAJ,Donna K. Slonim,Tufts University
i4_3daEAAAAJ,Joel A. Tropp,California Institute of Technology
i4dDFK8AAAAJ,Amir Nayyeri,Oregon State University
I4lFc4IAAAAJ,John Tang Boyland,University of Wisconsin - Milwaukee
I4TkqC0AAAAJ,Barbara Di Eugenio,University of Illinois at Chicago
i5srt20AAAAJ,John C. Duchi,Stanford University
i6ePuTMAAAAJ,Zhisheng Yan,Georgia State University
i6oKWhEAAAAJ,Qiang Tang 0005,NJIT
I6RpLrkAAAAJ,Lakshmish Ramaswamy,University of Georgia
I6sTssIAAAAJ,Seth J. Teller,Massachusetts Institute of Technology
I8o8rfoAAAAJ,Igor Steinmacher,Northern Arizona University
I9Vzs-4AAAAJ,Mike Hicks,University of Maryland - College Park
IAeKTGsAAAAJ,Joan Feigenbaum,Yale University
IAFscrMAAAAJ,Alexander Ororbia,Rochester Institute of Technology
IATz8BMAAAAJ,Robert M. Kirby,University of Utah
IbOb-M4AAAAJ,Rujia Wang,Illinois Institute of Technology
Ic8NqXwAAAAJ,Maxim Likhachev,Carnegie Mellon University
icbo4M0AAAAJ,Julian McAuley,University of California - San Diego
icDo19sAAAAJ,Matthew Wright 0001,Rochester Institute of Technology
ICOWtt0AAAAJ,Yanhua Li,Worcester Polytechnic Institute
iCWiQi8AAAAJ,Andrew S. Miner,Iowa State University
IcXx2DkAAAAJ,Michael Gelfond,Texas Tech University
ID4dOvAAAAAJ,Yeongjin Jang,Oregon State University
ID4wZFwAAAAJ,Ravi Sethi,University of Arizona
Id792TsAAAAJ,Roger Crawfis,Ohio State University
I-DJ7EsAAAAJ,Kamalika Chaudhuri,University of California - San Diego
IdRYT-8AAAAJ,Kenneth D. Forbus,Northwestern University
IdWa_JkAAAAJ,Amy S. Bruckman,Georgia Institute of Technology
iEGYZT4AAAAJ,Marc Olano,Univ. of Maryland - Baltimore County
IEHo6YcAAAAJ,Edward F. Gehringer,North Carolina State University
IeqjwlIAAAAJ,Mor Naaman,Cornell University
iern2agAAAAJ,Vladik Kreinovich,University of Texas - El Paso
iFjAUN8AAAAJ,Rishab Nithyanand,University of Iowa
iG64YJUAAAAJ,Vinnie Monaco,Naval Postgraduate School
iGccVmEAAAAJ,Chris Gniady,University of Arizona
IGDs4HwAAAAJ,Thomas Vidick,California Institute of Technology
Ihyz20wAAAAJ,Matthew Craig Gombolay,Georgia Institute of Technology
iIFHZ1UAAAAJ,Elke A. Rundensteiner,Worcester Polytechnic Institute
iIiVrrQAAAAJ,Julia Hockenmaier,Univ. of Illinois at Urbana-Champaign
_IIpR0EAAAAJ,Paul R. Schrater,University of Minnesota
IJECSdkAAAAJ,Marco Serafini,University of Massachusetts Amherst
IJgXsgwAAAAJ,Edward A. Lee,University of California - Berkeley
ikn-xhYAAAAJ,Julia Chuzhoy,TTI Chicago
IKz0hvkAAAAJ,Radu Teodorescu,Ohio State University
iL-hxJoAAAAJ,Xavier Tricoche,Purdue University
iLQqwosAAAAJ,H. T. Kung,Harvard University
_ILTBg0AAAAJ,Lipyeow Lim,University of Hawaii at Manoa
iM0tD2EAAAAJ,John Quarles,University of Texas at San Antonio
im5aMngAAAAJ,Charles Elkan,University of California - San Diego
Imh0w3AAAAAJ,Adam Chlipala,Massachusetts Institute of Technology
ImpbxLsAAAAJ,Silvio Savarese,Stanford University
imyMtsYAAAAJ,Jay McCarthy,University of Massachusetts Lowell
inPIy48AAAAJ,Alexander Tropsha,University of North Carolina
InPotdgAAAAJ,Justine Sherry,Carnegie Mellon University
iotMZFMAAAAJ,Erik Stolterman,Indiana University
IP5vaxAAAAAJ,Ling-Qi Yan,University of California - Santa Barbara
IpBjTKQAAAAJ,Andrew McGregor 0001,University of Massachusetts Amherst
IQ5XCgYAAAAJ,Jane Cleland-Huang,University of Notre Dame
IQATIvYAAAAJ,Parvathi Chundi,University of Nebraska - Omaha
IQBTvn4AAAAJ,Lev Reyzin,University of Illinois at Chicago
Iq_d12gAAAAJ,Christian S. Collberg,University of Arizona
iqkTonoAAAAJ,Kristen B. Venable,Tulane University
IQosWycAAAAJ,Annie I. Antón,Georgia Institute of Technology
iQV2L2IAAAAJ,Mark J. Guzdial,University of Michigan
IrcFO1AAAAAJ,Daniel Lowd,University of Oregon
I-rKkyEAAAAJ,Kenneth P. Birman,Cornell University
irzOIvoAAAAJ,Matthew R. Guthaus,University of California - Santa Cruz
iSsKAqQAAAAJ,Dan Ventura,Brigham Young University
ItRAq1sAAAAJ,Keith Vertanen,Michigan Technological University
iTtzc1UAAAAJ,Xiaolei Huang,Pennsylvania State University
iTv2cOgAAAAJ,Konstantinos Daskalakis,Massachusetts Institute of Technology
iuNSO00AAAAJ,Zoran Obradovic,Temple University
ivApfKcAAAAJ,Gregory D. Hager,Johns Hopkins University
iVck6WIAAAAJ,Michael Zink,University of Massachusetts Amherst
IvuuU14AAAAJ,Thomas M. Howard,University of Rochester
ivzz1G4AAAAJ,Sudhir Aggarwal,Florida State University
IWcGY98AAAAJ,Bhiksha Raj,Carnegie Mellon University
Iwd9DdkAAAAJ,Mikhail Belkin,Ohio State University
iWq6Tn4AAAAJ,Randy Berry,Northwestern University
i_XdxLcAAAAJ,Myra B. Cohen,Iowa State University
IXiAPMoAAAAJ,Valeria Bertacco,University of Michigan
I_YsXU4AAAAJ,Philip Levis,Stanford University
IYXVU-QAAAAJ,Julie Dorsey,Yale University
IzXDyR8AAAAJ,Oyekunle A. Olukotun,Stanford University
j0_fn9oAAAAJ,Anthony Gitter,University of Wisconsin - Madison
J12C3nYAAAAJ,Kevin Jeffay,University of North Carolina
J1awhoMAAAAJ,Elaine Short,Tufts University
J1tqbNAAAAAJ,Umakishore Ramachandran,Georgia Institute of Technology
j29kMCwAAAAJ,Pietro Perona,California Institute of Technology
J2FI8YoAAAAJ,Amy Voida,University of Colorado Boulder
J5Rvh6gAAAAJ,Martin J. Wainwright,University of California - Berkeley
j67v24EAAAAJ,Mahmut T. Kandemir,Pennsylvania State University
J-6Ch9sAAAAJ,Neil T. Dantam,Colorado School of Mines
j6KFCRAAAAAJ,Evimaria Terzi,Boston University
j74j55gAAAAJ,Anthony Skjellum,Auburn University
j7F7yq0AAAAJ,Adam A. Porter,University of Maryland - College Park
J7H4N_4AAAAJ,Santosh Nagarakatte,Rutgers University
j7wN3bYAAAAJ,Taeho Jung,University of Notre Dame
j7WSgbwAAAAJ,Sanjay Ranka,University of Florida
j8ULfMsAAAAJ,Candy L. Sidner,Worcester Polytechnic Institute
J8YyZugAAAAJ,Peter N. Belhumeur,Columbia University
j9jhYqQAAAAJ,Diyi Yang,Georgia Institute of Technology
j9XJD8QAAAAJ,Robert R. Kessler,University of Utah
JaAonb0AAAAJ,Olga Papaemmanouil,Brandeis University
jald9mcAAAAJ,Mike P. Wittie,Montana State University
JaM1iKMAAAAJ,Marina Bykova,University at Buffalo
JB1j474AAAAJ,Deeparnab Chakrabarty,Dartmouth College
jb9VOp0AAAAJ,Rebecca J. Passonneau,Pennsylvania State University
JbBpeE0AAAAJ,Michael W. Otte,University of Maryland - College Park
JBPcwIEAAAAJ,Michalis Polychronakis,Stony Brook University
JBZj2SYAAAAJ,Daniel Fabbri,Vanderbilt University
Jd6nw80AAAAJ,Jim Davis,Ohio State University
jDCiMQkAAAAJ,Shigang Chen,University of Florida
JDctypMAAAAJ,Padma Raghavan,Vanderbilt University
JDm_5pMAAAAJ,Mircea Teodorescu,University of California - Santa Cruz
jDmd7AoAAAAJ,Amro Awad,University of Central Florida
jdSlREMAAAAJ,Dezhen Song,Texas A&M University
jDXlUyQAAAAJ,Qing Yi,Univ. of Colorado Colorado Springs
jE73HYAAAAAJ,Ioan Raicu,Illinois Institute of Technology
jEdhxGMAAAAJ,Cyrus Shahabi,University of Southern California
jevPwGEAAAAJ,Michael T. Niemier,University of Notre Dame
JeZRY7cAAAAJ,Joshua Garcia,University of California - Irvine
JF8EmRMAAAAJ,Shuang (Sean) Luan,University of New Mexico
JfGT-1kAAAAJ,Heng Huang,University of Pittsburgh
JFNLCUcAAAAJ,Alexander Lex,University of Utah
jG2EBooAAAAJ,Liting Hu,Florida International University
jGZab7kAAAAJ,John Criswell,University of Rochester
_JhgbioAAAAJ,Stefan Savage,University of California - San Diego
JHJozAYAAAAJ,Bhaskar Krishnamachari,University of Southern California
jhPhgf4AAAAJ,Jennifer Listgarten,University of California - Berkeley
jHWj2yYAAAAJ,Christophe G. Giraud-Carrier,Brigham Young University
Jid_EAkAAAAJ,Aanjhan Ranganathan,Northeastern University
jIgMxhEAAAAJ,Yanyan Zhuang,Univ. of Colorado Colorado Springs
JIJGu30AAAAJ,Lav R. Varshney,Univ. of Illinois at Urbana-Champaign
JinbAIQAAAAJ,Alexander A. Sherstov,University of California - Los Angeles
jIp_uw0AAAAJ,John W. Byers,Boston University
jIs-Y2gAAAAJ,Andrea Thomaz,Georgia Institute of Technology
JiVaZf8AAAAJ,Pengcheng Shi,Rochester Institute of Technology
jj0Evx0AAAAJ,Daniel J. Hsu,Columbia University
jJ5svmIAAAAJ,Yunbo Zhang,Rochester Institute of Technology
JJ9AvbAAAAAJ,Junfeng Yang,Columbia University
_JjIgGcAAAAJ,Brian D. Ziebart,University of Illinois at Chicago
JjKNmggAAAAJ,Jeffrey Bardzell,Indiana University
jJPSj0IAAAAJ,Atif M. Memon,University of Maryland - College Park
JjQ8xbQAAAAJ,Nodari Sitchinava,University of Hawaii at Manoa
JJvTMLsAAAAJ,Sarah Zelikovitz,CUNY
jjWDm9wAAAAJ,Geoffrey Mainland,Drexel University
Jk3gxBEAAAAJ,Sibel Adali,Rensselaer Polytechnic Institute
jkRa2LEAAAAJ,Jingjin Yu,Rutgers University
jkwHy3AAAAAJ,Michael S. Branicky,University of Kansas
JL4E0ZoAAAAJ,Badrinath Roysam,University of Houston
JLk0hs8AAAAJ,Kemal Oflazer,Carnegie Mellon University
j-Lk39cAAAAJ,Hung-Wei Tseng,University of California - Riverside
Jlv4MR4AAAAJ,Avrim Blum,TTI Chicago
jLWO9-0AAAAJ,Wei Yu 0002,Towson University
JLWWzugAAAAJ,Carola Wenk,Tulane University
jM1cT4QAAAAJ,Tucker R. Balch,Georgia Institute of Technology
jM23vRsKxuIC,Raissa M. D'Souza,University of California - Davis
jmMI3eUAAAAJ,Christos Papachristos,University of Nevada
JN4tlsMAAAAJ,P. Sadayappan,University of Utah
jN87wQ4AAAAJ,Amy W. Apon,Clemson University
jn-B_MoAAAAJ,Shaddin Dughmi,University of Southern California
JNPbTdIAAAAJ,Jim Hendler,Rensselaer Polytechnic Institute
jNQlAkoAAAAJ,Shiri Azenkot,Cornell University
JnWSU4oAAAAJ,Rakesh V. Vohra,University of Pennsylvania
JNXWWkIAAAAJ,Alex Huth,University of Texas at Austin
JOMYt6gAAAAJ,Gary K. Fedder,Carnegie Mellon University
jOX_9bQAAAAJ,Prasun Sinha,Ohio State University
JP0dqTEAAAAJ,Gang Tan,Pennsylvania State University
JpC9bmEAAAAJ,Jianwen Su,University of California - Santa Barbara
JPXjw04AAAAJ,Lannan Luo,University of South Carolina
jpXyNF8AAAAJ,Gopalan Nadathur,University of Minnesota
-JPZ21IAAAAJ,Seth Hutchinson,Georgia Institute of Technology
jq8VoFkAAAAJ,Xiaorui Sun,University of Illinois at Chicago
JQoJRcIAAAAJ,William H. Hsu,Kansas State University
Jre2RUQAAAAJ,Pooyan Jamshidi,University of South Carolina
jrkrn3sAAAAJ,Xinhua Zhang,University of Illinois at Chicago
js1mtE4AAAAJ,Mani Golparvar Fard,Univ. of Illinois at Urbana-Champaign
JSFmVQEAAAAJ,Alex Dimakis,University of Texas at Austin
jsxk8vsAAAAJ,Kilian Q. Weinberger,Cornell University
jTiRFi8AAAAJ,Bruce A. Draper,Colorado State University
jTivVMEAAAAJ,Chenfanfu Jiang,University of Pennsylvania
jTnQTBoAAAAJ,Joseph J. Lim,University of Southern California
JtPNrS8AAAAJ,Luca Daniel,Massachusetts Institute of Technology
JtTsVAkAAAAJ,Tyler W. Moore,University of Tulsa
JUMRc-oAAAAJ,Paul Tarau,University of North Texas
JUn8PgwAAAAJ,David C. Parkes,Harvard University
juRk4lQAAAAJ,Vincent Conitzer,Duke University
jUzA3H8AAAAJ,Don S. Batory,University of Texas at Austin
jVLGHGQAAAAJ,Yehoshua Perl,NJIT
jVOPqi0AAAAJ,Donald E. Porter,University of North Carolina
J-vrZ58AAAAJ,George Mohler,IUPUI
Jw1ccPYAAAAJ,Eric Osterweil,George Mason University
jWx3qtIAAAAJ,Haibin Ling,Stony Brook University
jwxhFAQAAAAJ,Sean Luke,George Mason University
JWXlepgAAAAJ,Anand Sivasubramaniam,Pennsylvania State University
JxG7a6sAAAAJ,Brygg Ullmer,Louisiana State University - Baton Rouge
_JxS2MYAAAAJ,Mathias Kölsch,Naval Postgraduate School
JXsWja0AAAAJ,Ross M. McConnell,Colorado State University
jz2Tvk4AAAAJ,Zachary Tatlock,University of Washington
k0E68OgAAAAJ,Jonathan Ventura,Univ. of Colorado Colorado Springs
K1cZ7SsAAAAJ,Minlan Yu,Harvard University
k1hJzF0AAAAJ,Pedro F. Felzenszwalb,Brown University
k2suuZgAAAAJ,Yezhou Yang,Arizona State University
k3YaoIEAAAAJ,Stan Zdonik,Brown University
k4gbv2AAAAAJ,Melanie Mitchell,Portland State University
K4o-D-cAAAAJ,John Keyser,Texas A&M University
k4oSgRkAAAAJ,Emmett Witchel,University of Texas at Austin
k4UNBd4AAAAJ,Misha Chertkov,University of Arizona
K4xD9GAAAAAJ,David W. Petr,University of Kansas
k5c56_wAAAAJ,Bruce W. Porter,University of Texas at Austin
K5hmGHcAAAAJ,James R. Miller,University of Kansas
k6xVb1QAAAAJ,Richard Zanibbi,Rochester Institute of Technology
k7cIJjUAAAAJ,Marc Pomplun,University of Massachusetts Boston
k7VhUnAAAAAJ,Tamal Krishna Dey,Ohio State University
k8jqnc8AAAAJ,Vasile Rus,University of Memphis
K9_NT-MAAAAJ,Jasleen Kaur 0001,University of North Carolina
k9T3V7EAAAAJ,Webb Miller,Pennsylvania State University
K9wOrRIAAAAJ,Jesse M. Heines,University of Massachusetts Lowell
KADbB0cAAAAJ,Mark Smotherman,Clemson University
KBiBATkAAAAJ,Mohamed Y. Eltabakh,Worcester Polytechnic Institute
KCiDjbkAAAAJ,Lyle Ungar,University of Pennsylvania
KcM-4NsAAAAJ,William Enck,North Carolina State University
_KCqeIEAAAAJ,Yu David Liu,Binghamton University
kCYbVq0AAAAJ,Karen Livescu,TTI Chicago
kDHs7DYAAAAJ,Kevin Gimpel,TTI Chicago
kDkH9UkAAAAJ,Michael Gleicher,University of Wisconsin - Madison
kdv2ajAAAAAJ,Isabel F. Cruz,University of Illinois at Chicago
ke2MEF0AAAAJ,Nora Ayanian,University of Southern California
KeJfN-IAAAAJ,Kathleen M. Carley,Carnegie Mellon University
kEM42bEAAAAJ,Geoffrey G. Xie,Naval Postgraduate School
keO-0s0AAAAJ,K. Selçuk Candan,Arizona State University
KgZxzjsAAAAJ,S. Shankar Sastry,University of California - Berkeley
ki5wlPEAAAAJ,Stefanie Müller 0001,Massachusetts Institute of Technology
Kia-4B0AAAAJ,George J. Pappas,University of Pennsylvania
KibUW1sAAAAJ,Tamar Shinar,University of California - Riverside
KIEleCsAAAAJ,Bruno Ribeiro 0001,Purdue University
KIFPVWoAAAAJ,Don Towsley,University of Massachusetts Amherst
kIkHa2IAAAAJ,Atul Prakash,University of Michigan
kIrGUa8AAAAJ,Amiangshu Bosu,Wayne State University
kIUqgbcAAAAJ,Lorrie Faith Cranor,Carnegie Mellon University
kj8gkFAAAAAJ,Hichem Frigui,University of Louisville
KjfpioYAAAAJ,Ioannis M. Rekleitis,University of South Carolina
